trial_id,family_id,variant_name,variant_order_source,slot_A_profile,slot_B_profile,source_origin,source_split,source_trial_id,source_config_id,source_labelA,P_E,P_A,P_S,P_D,Q_E,Q_A,Q_S,Q_D,order_id_A,order_A,order_id_B,order_B,source_order_id_A,source_order_A,source_order_id_B,source_order_B,source_paraphrase_id,paraphrase_id,seed,variant_delta_E,variant_delta_A,variant_delta_S,variant_delta_D,source_delta_E,source_delta_A,source_delta_S,source_delta_D,delta_base_E,delta_base_A,delta_base_S,delta_base_D,labelA
train_0020__q_at_oa_vs_p_at_oa,train_0020,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00262,B3-0027,B,Low,Low,High,Medium,High,Medium,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,1,0,2343724294,2,1,-1,0,2,1,-1,0,2,1,-1,0,B
train_0020__p_at_ob_vs_q_at_ob,train_0020,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00262,B3-0027,B,Low,Low,High,Medium,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,1,0,2343724294,-2,-1,1,0,2,1,-1,0,-2,-1,1,0,A
train_0020__q_at_ob_vs_p_at_ob,train_0020,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00262,B3-0027,B,Low,Low,High,Medium,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,1,0,2343724294,2,1,-1,0,2,1,-1,0,2,1,-1,0,B
train_0021__p_at_oa_vs_q_at_oa,train_0021,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00264,B3-0028,B,Medium,Low,Medium,Low,High,Medium,Low,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,0,0,3791133914,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,A
train_0021__q_at_oa_vs_p_at_oa,train_0021,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00264,B3-0028,B,Medium,Low,Medium,Low,High,Medium,Low,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,0,0,3791133914,1,1,-1,1,1,1,-1,1,1,1,-1,1,B
train_0021__p_at_ob_vs_q_at_ob,train_0021,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00264,B3-0028,B,Medium,Low,Medium,Low,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,0,0,3791133914,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,A
train_0021__q_at_ob_vs_p_at_ob,train_0021,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00264,B3-0028,B,Medium,Low,Medium,Low,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,0,0,3791133914,1,1,-1,1,1,1,-1,1,1,1,-1,1,B
train_0022__p_at_oa_vs_q_at_oa,train_0022,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00266,B3-0029,B,Medium,High,High,Medium,High,Medium,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,857159630,-1,1,0,1,1,-1,0,-1,-1,1,0,1,A
train_0022__q_at_oa_vs_p_at_oa,train_0022,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00266,B3-0029,B,Medium,High,High,Medium,High,Medium,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,857159630,1,-1,0,-1,1,-1,0,-1,1,-1,0,-1,B
train_0022__p_at_ob_vs_q_at_ob,train_0022,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00266,B3-0029,B,Medium,High,High,Medium,High,Medium,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,857159630,-1,1,0,1,1,-1,0,-1,-1,1,0,1,A
train_0022__q_at_ob_vs_p_at_ob,train_0022,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00266,B3-0029,B,Medium,High,High,Medium,High,Medium,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,857159630,1,-1,0,-1,1,-1,0,-1,1,-1,0,-1,B
train_0023__p_at_oa_vs_q_at_oa,train_0023,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00268,B3-0030,B,Low,High,High,High,High,Low,Low,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,1555890386,-2,2,2,0,2,-2,-2,0,-2,2,2,0,A
train_0023__q_at_oa_vs_p_at_oa,train_0023,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00268,B3-0030,B,Low,High,High,High,High,Low,Low,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,1555890386,2,-2,-2,0,2,-2,-2,0,2,-2,-2,0,B
train_0023__p_at_ob_vs_q_at_ob,train_0023,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00268,B3-0030,B,Low,High,High,High,High,Low,Low,High,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,1555890386,-2,2,2,0,2,-2,-2,0,-2,2,2,0,A
train_0023__q_at_ob_vs_p_at_ob,train_0023,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00268,B3-0030,B,Low,High,High,High,High,Low,Low,High,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,1555890386,2,-2,-2,0,2,-2,-2,0,2,-2,-2,0,B
train_0024__p_at_oa_vs_q_at_oa,train_0024,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00269,B3-0031,A,Low,Medium,High,Low,Low,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,2006635515,0,-1,2,0,0,-1,2,0,0,-1,2,0,A
train_0024__q_at_oa_vs_p_at_oa,train_0024,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00269,B3-0031,A,Low,Medium,High,Low,Low,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,2006635515,0,1,-2,0,0,-1,2,0,0,1,-2,0,B
train_0024__p_at_ob_vs_q_at_ob,train_0024,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00269,B3-0031,A,Low,Medium,High,Low,Low,High,Low,Low,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,2006635515,0,-1,2,0,0,-1,2,0,0,-1,2,0,A
train_0024__q_at_ob_vs_p_at_ob,train_0024,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00269,B3-0031,A,Low,Medium,High,Low,Low,High,Low,Low,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,2006635515,0,1,-2,0,0,-1,2,0,0,1,-2,0,B
train_0025__p_at_oa_vs_q_at_oa,train_0025,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00270,B3-0031,B,Low,Medium,High,Low,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,2,0,4180477982,0,-1,2,0,0,1,-2,0,0,-1,2,0,A
train_0025__q_at_oa_vs_p_at_oa,train_0025,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00270,B3-0031,B,Low,Medium,High,Low,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,2,0,4180477982,0,1,-2,0,0,1,-2,0,0,1,-2,0,B
train_0025__p_at_ob_vs_q_at_ob,train_0025,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00270,B3-0031,B,Low,Medium,High,Low,Low,High,Low,Low,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,2,0,4180477982,0,-1,2,0,0,1,-2,0,0,-1,2,0,A
train_0025__q_at_ob_vs_p_at_ob,train_0025,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00270,B3-0031,B,Low,Medium,High,Low,Low,High,Low,Low,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,2,0,4180477982,0,1,-2,0,0,1,-2,0,0,1,-2,0,B
train_0026__p_at_oa_vs_q_at_oa,train_0026,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00273,B3-0033,A,Medium,High,Low,High,Medium,High,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,0,3588772291,0,0,-2,1,0,0,-2,1,0,0,-2,1,A
train_0026__q_at_oa_vs_p_at_oa,train_0026,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00273,B3-0033,A,Medium,High,Low,High,Medium,High,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,0,3588772291,0,0,2,-1,0,0,-2,1,0,0,2,-1,B
train_0026__p_at_ob_vs_q_at_ob,train_0026,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00273,B3-0033,A,Medium,High,Low,High,Medium,High,High,Medium,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,1,0,3588772291,0,0,-2,1,0,0,-2,1,0,0,-2,1,A
train_0026__q_at_ob_vs_p_at_ob,train_0026,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00273,B3-0033,A,Medium,High,Low,High,Medium,High,High,Medium,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,1,0,3588772291,0,0,2,-1,0,0,-2,1,0,0,2,-1,B
train_0027__p_at_oa_vs_q_at_oa,train_0027,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00274,B3-0033,B,Medium,High,Low,High,Medium,High,High,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,254310668,0,0,-2,1,0,0,2,-1,0,0,-2,1,A
train_0027__q_at_oa_vs_p_at_oa,train_0027,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00274,B3-0033,B,Medium,High,Low,High,Medium,High,High,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,254310668,0,0,2,-1,0,0,2,-1,0,0,2,-1,B
train_0027__p_at_ob_vs_q_at_ob,train_0027,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00274,B3-0033,B,Medium,High,Low,High,Medium,High,High,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,254310668,0,0,-2,1,0,0,2,-1,0,0,-2,1,A
train_0027__q_at_ob_vs_p_at_ob,train_0027,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00274,B3-0033,B,Medium,High,Low,High,Medium,High,High,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,254310668,0,0,2,-1,0,0,2,-1,0,0,2,-1,B
train_0028__p_at_oa_vs_q_at_oa,train_0028,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00277,B3-0035,A,Low,Low,High,Medium,High,High,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,0,2140902613,-2,-2,2,1,-2,-2,2,1,-2,-2,2,1,A
train_0028__q_at_oa_vs_p_at_oa,train_0028,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00277,B3-0035,A,Low,Low,High,Medium,High,High,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,0,2140902613,2,2,-2,-1,-2,-2,2,1,2,2,-2,-1,B
train_0028__p_at_ob_vs_q_at_ob,train_0028,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00277,B3-0035,A,Low,Low,High,Medium,High,High,Low,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,1,0,2140902613,-2,-2,2,1,-2,-2,2,1,-2,-2,2,1,A
train_0028__q_at_ob_vs_p_at_ob,train_0028,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00277,B3-0035,A,Low,Low,High,Medium,High,High,Low,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,1,0,2140902613,2,2,-2,-1,-2,-2,2,1,2,2,-2,-1,B
train_0029__p_at_oa_vs_q_at_oa,train_0029,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00278,B3-0035,B,Low,Low,High,Medium,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3149289928,-2,-2,2,1,2,2,-2,-1,-2,-2,2,1,A
train_0029__q_at_oa_vs_p_at_oa,train_0029,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00278,B3-0035,B,Low,Low,High,Medium,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3149289928,2,2,-2,-1,2,2,-2,-1,2,2,-2,-1,B
train_0029__p_at_ob_vs_q_at_ob,train_0029,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00278,B3-0035,B,Low,Low,High,Medium,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3149289928,-2,-2,2,1,2,2,-2,-1,-2,-2,2,1,A
train_0029__q_at_ob_vs_p_at_ob,train_0029,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00278,B3-0035,B,Low,Low,High,Medium,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3149289928,2,2,-2,-1,2,2,-2,-1,2,2,-2,-1,B
train_0030__p_at_oa_vs_q_at_oa,train_0030,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00279,B3-0036,A,Low,High,High,Medium,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,1,0,3094800277,-2,1,1,0,-2,1,1,0,-2,1,1,0,A
train_0030__q_at_oa_vs_p_at_oa,train_0030,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00279,B3-0036,A,Low,High,High,Medium,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,1,0,3094800277,2,-1,-1,0,-2,1,1,0,2,-1,-1,0,B
train_0030__p_at_ob_vs_q_at_ob,train_0030,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00279,B3-0036,A,Low,High,High,Medium,High,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,1,S>E>A>D,1,0,3094800277,-2,1,1,0,-2,1,1,0,-2,1,1,0,A
train_0030__q_at_ob_vs_p_at_ob,train_0030,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00279,B3-0036,A,Low,High,High,Medium,High,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,1,S>E>A>D,1,0,3094800277,2,-1,-1,0,-2,1,1,0,2,-1,-1,0,B
train_0031__p_at_oa_vs_q_at_oa,train_0031,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00283,B3-0038,A,Low,High,Medium,Low,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,2,0,2554974230,-1,0,1,0,-1,0,1,0,-1,0,1,0,A
train_0031__q_at_oa_vs_p_at_oa,train_0031,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00283,B3-0038,A,Low,High,Medium,Low,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,2,0,2554974230,1,0,-1,0,-1,0,1,0,1,0,-1,0,B
train_0031__p_at_ob_vs_q_at_ob,train_0031,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00283,B3-0038,A,Low,High,Medium,Low,Medium,High,Low,Low,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,2,0,2554974230,-1,0,1,0,-1,0,1,0,-1,0,1,0,A
train_0031__q_at_ob_vs_p_at_ob,train_0031,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00283,B3-0038,A,Low,High,Medium,Low,Medium,High,Low,Low,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,2,0,2554974230,1,0,-1,0,-1,0,1,0,1,0,-1,0,B
train_0032__p_at_oa_vs_q_at_oa,train_0032,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00284,B3-0038,B,Low,High,Medium,Low,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,1,0,3239131259,-1,0,1,0,1,0,-1,0,-1,0,1,0,A
train_0032__q_at_oa_vs_p_at_oa,train_0032,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00284,B3-0038,B,Low,High,Medium,Low,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,1,0,3239131259,1,0,-1,0,1,0,-1,0,1,0,-1,0,B
train_0032__p_at_ob_vs_q_at_ob,train_0032,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00284,B3-0038,B,Low,High,Medium,Low,Medium,High,Low,Low,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,1,0,3239131259,-1,0,1,0,1,0,-1,0,-1,0,1,0,A
train_0032__q_at_ob_vs_p_at_ob,train_0032,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00284,B3-0038,B,Low,High,Medium,Low,Medium,High,Low,Low,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,2,A>D>E>S,1,0,3239131259,1,0,-1,0,1,0,-1,0,1,0,-1,0,B
train_0033__p_at_oa_vs_q_at_oa,train_0033,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00285,B3-0039,A,Medium,High,Medium,High,High,High,Low,High,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,0,0,3751064554,-1,0,1,0,-1,0,1,0,-1,0,1,0,A
train_0033__q_at_oa_vs_p_at_oa,train_0033,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00285,B3-0039,A,Medium,High,Medium,High,High,High,Low,High,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,0,0,3751064554,1,0,-1,0,-1,0,1,0,1,0,-1,0,B
train_0033__p_at_ob_vs_q_at_ob,train_0033,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00285,B3-0039,A,Medium,High,Medium,High,High,High,Low,High,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,2,A>D>E>S,0,0,3751064554,-1,0,1,0,-1,0,1,0,-1,0,1,0,A
train_0033__q_at_ob_vs_p_at_ob,train_0033,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00285,B3-0039,A,Medium,High,Medium,High,High,High,Low,High,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,2,A>D>E>S,0,0,3751064554,1,0,-1,0,-1,0,1,0,1,0,-1,0,B
train_0034__p_at_oa_vs_q_at_oa,train_0034,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00286,B3-0039,B,Medium,High,Medium,High,High,High,Low,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,2,0,1976066630,-1,0,1,0,1,0,-1,0,-1,0,1,0,A
train_0034__q_at_oa_vs_p_at_oa,train_0034,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00286,B3-0039,B,Medium,High,Medium,High,High,High,Low,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,2,0,1976066630,1,0,-1,0,1,0,-1,0,1,0,-1,0,B
train_0034__p_at_ob_vs_q_at_ob,train_0034,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00286,B3-0039,B,Medium,High,Medium,High,High,High,Low,High,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,1,S>E>A>D,2,0,1976066630,-1,0,1,0,1,0,-1,0,-1,0,1,0,A
train_0034__q_at_ob_vs_p_at_ob,train_0034,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00286,B3-0039,B,Medium,High,Medium,High,High,High,Low,High,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,1,S>E>A>D,2,0,1976066630,1,0,-1,0,1,0,-1,0,1,0,-1,0,B
train_0035__p_at_oa_vs_q_at_oa,train_0035,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00290,B3-0041,B,Low,Low,Medium,High,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,0,0,298048825,-1,-2,1,2,1,2,-1,-2,-1,-2,1,2,A
train_0035__q_at_oa_vs_p_at_oa,train_0035,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00290,B3-0041,B,Low,Low,Medium,High,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,0,0,298048825,1,2,-1,-2,1,2,-1,-2,1,2,-1,-2,B
train_0035__p_at_ob_vs_q_at_ob,train_0035,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00290,B3-0041,B,Low,Low,Medium,High,Medium,High,Low,Low,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,0,0,298048825,-1,-2,1,2,1,2,-1,-2,-1,-2,1,2,A
train_0035__q_at_ob_vs_p_at_ob,train_0035,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00290,B3-0041,B,Low,Low,Medium,High,Medium,High,Low,Low,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,0,0,298048825,1,2,-1,-2,1,2,-1,-2,1,2,-1,-2,B
train_0036__p_at_oa_vs_q_at_oa,train_0036,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00296,B3-0044,B,Medium,High,High,High,High,Low,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,3664990882,-1,2,0,1,1,-2,0,-1,-1,2,0,1,A
train_0036__q_at_oa_vs_p_at_oa,train_0036,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00296,B3-0044,B,Medium,High,High,High,High,Low,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,3664990882,1,-2,0,-1,1,-2,0,-1,1,-2,0,-1,B
train_0036__p_at_ob_vs_q_at_ob,train_0036,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00296,B3-0044,B,Medium,High,High,High,High,Low,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,3664990882,-1,2,0,1,1,-2,0,-1,-1,2,0,1,A
train_0036__q_at_ob_vs_p_at_ob,train_0036,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00296,B3-0044,B,Medium,High,High,High,High,Low,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,0,3664990882,1,-2,0,-1,1,-2,0,-1,1,-2,0,-1,B
train_0037__p_at_oa_vs_q_at_oa,train_0037,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00298,B3-0045,B,High,Medium,Low,Medium,High,Medium,High,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,870377637,0,0,-2,1,0,0,2,-1,0,0,-2,1,A
train_0037__q_at_oa_vs_p_at_oa,train_0037,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00298,B3-0045,B,High,Medium,Low,Medium,High,Medium,High,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,870377637,0,0,2,-1,0,0,2,-1,0,0,2,-1,B
train_0037__p_at_ob_vs_q_at_ob,train_0037,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00298,B3-0045,B,High,Medium,Low,Medium,High,Medium,High,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,870377637,0,0,-2,1,0,0,2,-1,0,0,-2,1,A
train_0037__q_at_ob_vs_p_at_ob,train_0037,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00298,B3-0045,B,High,Medium,Low,Medium,High,Medium,High,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,870377637,0,0,2,-1,0,0,2,-1,0,0,2,-1,B
train_0038__p_at_oa_vs_q_at_oa,train_0038,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00299,B3-0046,A,Low,Medium,Low,High,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2066067721,-2,0,-1,1,-2,0,-1,1,-2,0,-1,1,A
train_0038__q_at_oa_vs_p_at_oa,train_0038,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00299,B3-0046,A,Low,Medium,Low,High,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2066067721,2,0,1,-1,-2,0,-1,1,2,0,1,-1,B
train_0038__p_at_ob_vs_q_at_ob,train_0038,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00299,B3-0046,A,Low,Medium,Low,High,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2066067721,-2,0,-1,1,-2,0,-1,1,-2,0,-1,1,A
train_0038__q_at_ob_vs_p_at_ob,train_0038,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00299,B3-0046,A,Low,Medium,Low,High,High,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2066067721,2,0,1,-1,-2,0,-1,1,2,0,1,-1,B
train_0039__p_at_oa_vs_q_at_oa,train_0039,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00303,B3-0048,A,Medium,High,High,Medium,High,Low,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,2082171501,-1,2,0,0,-1,2,0,0,-1,2,0,0,A
train_0039__q_at_oa_vs_p_at_oa,train_0039,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00303,B3-0048,A,Medium,High,High,Medium,High,Low,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,2082171501,1,-2,0,0,-1,2,0,0,1,-2,0,0,B
train_0039__p_at_ob_vs_q_at_ob,train_0039,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00303,B3-0048,A,Medium,High,High,Medium,High,Low,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,2082171501,-1,2,0,0,-1,2,0,0,-1,2,0,0,A
train_0039__q_at_ob_vs_p_at_ob,train_0039,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00303,B3-0048,A,Medium,High,High,Medium,High,Low,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,2082171501,1,-2,0,0,-1,2,0,0,1,-2,0,0,B
